,0
0,0.06300000008195639
1,0.06400000061839818
2,0.10700000002980233
3,0.10099999979138374
4,0.10099999979138374
5,0.10099999979138374
6,0.10099999979138374
7,0.10099999979138374
8,0.10099999979138374
9,0.10099999979138374
10,0.10099999979138374
11,0.10099999979138374
12,0.10099999979138374
13,0.10099999979138374
14,0.10099999979138374
15,0.10099999979138374
16,0.10099999979138374
17,0.10099999979138374
18,0.10099999979138374
19,0.10099999979138374
20,0.10099999979138374
21,0.10099999979138374
22,0.10099999979138374
23,0.10099999979138374
24,0.10099999979138374
25,0.10099999979138374
26,0.10099999979138374
27,0.10099999979138374
28,0.10099999979138374
29,0.10099999979138374
30,0.10099999979138374
31,0.10099999979138374
32,0.10099999979138374
33,0.10099999979138374
34,0.10099999979138374
35,0.10099999979138374
